REGION,States/UTs,District,Year,CRIME_TYPE,COUNT
Telangana (state),Telangana,Warangal Urban,2014,Kidnapping & Abduction_Total,33
Telangana (state),Telangana,Warangal Urban,2014,Kidnapping for Ransom,0
Telangana (state),Telangana,Warangal Urban,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Warangal Urban,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Warangal Urban,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Warangal Urban,2014,Murder,26
Telangana (state),Telangana,Warangal Urban,2014,Offences against State,0
Telangana (state),Telangana,Warangal Urban,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Warangal Urban,2014,Other Assault on Women,42
Telangana (state),Telangana,Warangal Urban,2014,Other Dacoity,1
Telangana (state),Telangana,Warangal Urban,2014,Other IPC crimes,2096
Telangana (state),Telangana,Warangal Urban,2014,Other Kidnapping,5
Telangana (state),Telangana,Warangal Urban,2014,Other Thefts,213
Telangana (state),Telangana,Warangal Urban,2014,Other offences against State,0
Telangana (state),Telangana,Warangal Urban,2014,Other places related to work,0
Telangana (state),Telangana,Warangal Urban,2014,"Places other than 231, 232 & 233",47
Telangana (state),Telangana,Warangal Urban,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Warangal Urban,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Warangal Urban,2014,Rape,19
Telangana (state),Telangana,Warangal Urban,2014,Rape other than Custodial,19
Telangana (state),Telangana,Warangal Urban,2014,Rape_Gang Rape,0
Telangana (state),Telangana,Warangal Urban,2014,Rape_Others,19
Telangana (state),Telangana,Warangal Urban,2014,Riots,35
Telangana (state),Telangana,Warangal Urban,2014,Riots_Agrarian,0
Telangana (state),Telangana,Warangal Urban,2014,Riots_Caste Conflict,0
Telangana (state),Telangana,Warangal Urban,2014,Riots_Communal,0
Telangana (state),Telangana,Warangal Urban,2014,Riots_Industrial,0
Telangana (state),Telangana,Warangal Urban,2014,Riots_Other Caste Conflict,0
Telangana (state),Telangana,Warangal Urban,2014,Riots_Others,32
Telangana (state),Telangana,Warangal Urban,2014,Riots_Political,3
Telangana (state),Telangana,Warangal Urban,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Warangal Urban,2014,Riots_Sectarian,0
Telangana (state),Telangana,Warangal Urban,2014,Riots_Students,0
Telangana (state),Telangana,Warangal Urban,2014,Robbery,6
Telangana (state),Telangana,Warangal Urban,2014,Sedition,0
Telangana (state),Telangana,Warangal Urban,2014,Sexual Harassment,34
Telangana (state),Telangana,Warangal Urban,2014,Stalking,13
Telangana (state),Telangana,Warangal Urban,2014,Theft,330
Telangana (state),Telangana,Warangal Urban,2014,Total Cognizable IPC crimes,3792
Telangana (state),Telangana,Warangal Urban,2014,Unlawful Assembly,0
Telangana (state),Telangana,Warangal Urban,2014,Unnatural Offence,0
Telangana (state),Telangana,Warangal Urban,2014,Using forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Warangal Urban,2014,Voyeurism,10
